"formy-razvivayushchie-kartochki-0--
";"Умные карточки - это уникальные комплекты игр и заданий, направленные на развитие интеллекта, речи, памяти, внимания, образного и логического мышления ребенка. Набор «Формы» состоит из 32 больших картонных карточек размером 10,7 x 15,7 см: на одной стороне карточки крупное изображение предмета по теме, на обратной - несколько вопросов и заданий. Игры с карточками помогут ребенку выучить формы, а родителям - интересно провести занятие с малышом. С карточками можно заниматься дома или в детском саду. Можно выполнять задания по инструкциям, а можно придумать собственную новую игру – ведь так еще интереснее!
"

"kharris-dzh-skazki-dyadyushki-rimusa-lyubimye-detskie-pisateli
";"Забавные и мудрые сказки о Братце Кролике и Братце Лисе знают и любят миллионы детей и взрослых во всем мире. Американский писатель-фольклорист Джоэль Чендлер Харрис (18481908) опубликовал несколько сказочных сборников, основанных на фольклоре североамериканских негров. А в России эти сказки известны в обработке писателя и переводчика М. А. Гершензона (19001942).
"

"Хрестоматия для внеклассного чтения. 3 класс
";"В хрестоматию вошли произведения устного народного творчества, стихотворения русских классиков и современных поэтов, рассказы и сказки русских и зарубежных писателей. Сборник составлен в соответствии с рекомендациями по внеклассному чтению в 3 классе.Тексты произведений печатаются без сокращений.
"

"Хрестоматия для внеклассного чтения. 4 класс
";"В хрестоматию вошли произведения устного народного творчества, стихотворения русских классиков и современных поэтов, рассказы и сказки русских и зарубежных писателей. Сборник составлен в соответствии с рекомендациями по внеклассному чтению в 4 классе.Тексты произведений печатаются без сокращений.
"

"tsveta-razvivayushchie-kartochki-0-
";"
Умные карточки - это уникальные комплекты игр и заданий, направленные на развитие интеллекта, речи, памяти, внимания, образного и логического мышления. Набор «Цвета» состоит из 32 больших карточек размером 10,7 x 15,7 см: 4 карточки с инструкцией и правилами игр, 7 основных карточек-клякс с изображением цветов и 21 двусторонняя карточка с предметами. Игры с карточками помогут ребенку выучить цвета, а родителям - интересно провести занятие с малышом.
Дополнительно Вы можете скачать бесплатно Библиотеку игр по серии Умные карточки. 0+. 
"

"chukovskiy-k-stikhi-dlya-malyshey-db-rosmen
";"Самые яркие и известные стихи Корнея Чуковского, с которыми обязательно должен познакомиться каждый малыш, собраны в этой книжке: «Чудо-дерево», «Бутерброд», «Закаляка», «Ёжики смеются», «Бебека», «Храбрецы», «Барабек», «Котауси и Мауси», «Скрюченная песня» и многие другие. Иллюстрации Ирины Якимовой, Ильи Зуева.
"

"Яйца, или Гоголь-моголь для любознательных
";"Всё живое начинается с яйца. С древних времен яйцо считается символом новой жизни и всего сущего. В этой книге собраны самые удивительные и разнообразные факты. Ты узнаешь, чем полезны яйца, когда появилась традиция раскрашивания яиц на Пасху, какое влияние оказали яйца на развитие науки, искусства и архитектуры, а также многое другое. Приготовься раскрыть тайны яйца!
"

"6-7-let-uchimsya-rasskazyvat-po-kartinkam rabochaya tetrad
";"
ШКОЛА ДЛЯ ДОШКОЛЯТ - серия книг для подготовки детей к школе. В серию входят рабочие тетради, тесты, прописи и тренажеры, специально созданные для детей 6-7 лет. Авторы книг - квалифицированные педагоги и психологи.

Тетрадь для занятий с детьми старшего дошкольного возраста. С ее помощью ребенок пополнит свой словарный запас, потренирует умение рассказывать по картинкам, разовьет связную речь, а также произвольное внимание и логическое мышление.
Дополнительно Вы можете 

скачать бесплатно Методические рекомендации к учебно-методическому комплекту - Школа для дошколят
"

